Name,Overall,Value,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle
Jordan Rossiter,62,0.48,44,44,57,65,36,57,45,41,63,66,60,61,69,61,71,59,66,71,69,47,74,64,57,54,50,58,62,68,66
Pablo Rey Fernández,62,0.48,61,31,52,62,30,62,36,35,60,41,72,70,46,56,67,36,55,75,48,33,57,54,51,43,50,59,55,65,63
Ben Williams,62,0.48,60,42,53,57,31,61,52,37,53,59,73,71,72,56,70,43,69,71,63,40,50,59,55,52,41,54,60,61,60
Darragh Leahy,62,0.48,59,52,58,57,45,58,56,51,55,57,61,64,65,55,54,54,69,71,58,42,68,59,53,52,51,59,60,64,61
Trevor Clarke,62,0.48,61,49,44,60,35,66,55,45,59,64,86,82,77,48,70,60,80,64,63,55,65,54,56,56,46,58,56,62,58
Jonas Carls,62,0.48,61,42,48,62,34,59,42,46,63,62,68,55,62,63,65,44,55,64,52,40,59,63,53,45,50,56,54,64,59
Alex Roldan,62,0.48,50,54,39,67,38,63,54,29,64,63,69,61,65,61,69,63,60,68,57,56,62,39,57,58,41,58,64,55,52
Faridi Mussa,62,0.48,56,54,47,56,57,65,45,47,45,60,86,83,78,52,87,66,57,59,69,46,45,25,58,53,57,57,53,45,34
Andre Bava Shinyashiki,62,0.48,47,64,54,56,43,65,45,36,46,64,76,75,75,56,70,62,67,71,53,59,47,30,60,55,60,56,45,25,21
Mike Trésor Ndayishimiye,62,0.48,55,56,31,59,39,67,42,43,47,63,79,78,75,54,80,50,49,41,46,48,42,24,51,61,47,48,24,26,29
Yuto Iwasaki,62,0.48,60,47,44,55,45,66,60,37,53,60,92,85,71,60,77,61,64,66,51,40,40,42,57,54,40,54,24,32,21
Arnaud Luzayadio,62,0.48,59,31,51,54,30,61,49,39,46,57,74,75,63,54,74,48,57,60,57,36,59,56,46,39,47,48,49,67,67
Mandela Egbo,62,0.48,65,41,44,62,32,65,42,38,59,62,78,69,68,57,67,47,75,68,63,33,68,54,44,48,35,51,56,58,59
Francisco Sierralta,62,0.48,57,30,67,60,23,46,23,28,30,61,52,55,51,60,34,38,76,50,86,25,59,67,23,33,40,52,65,66,66
Yukinari Sugawara,62,0.48,61,27,58,64,42,55,41,27,51,62,66,67,79,62,71,53,76,76,59,41,62,56,33,24,33,64,58,60,54
Matt Olosunde,62,0.48,53,42,62,61,40,62,41,36,50,61,77,75,66,56,60,43,74,52,65,24,61,55,45,34,44,52,60,62,63
Kyle Duncan,62,0.48,55,28,48,57,29,60,43,31,49,61,77,79,74,49,75,27,65,69,61,30,57,55,51,43,37,50,62,62,59
Yaw Annor,62,0.48,55,60,20,54,54,63,40,35,48,57,89,87,82,68,79,62,65,59,48,42,45,25,58,45,50,55,20,18,17
Diego Herazo,62,0.48,57,61,55,58,44,64,39,38,46,64,74,79,71,50,63,67,63,69,75,48,35,14,56,52,61,54,48,17,11
Alexander Schmidt,62,0.48,32,69,74,44,56,52,43,29,35,57,50,56,55,57,69,61,70,70,69,56,53,23,58,47,60,57,21,20,22
Benjamin Källman,62,0.48,36,61,68,55,47,59,42,30,40,60,78,79,72,53,68,51,71,67,65,55,48,12,60,53,60,63,16,13,16
Florian Dietz,62,0.48,26,61,64,55,45,59,44,30,29,57,71,77,59,56,57,63,71,61,78,52,58,17,56,42,56,55,29,15,19
Brice Tutu,62,0.48,41,61,70,47,44,56,43,40,36,54,76,74,58,60,40,57,61,53,75,59,31,17,57,51,62,51,21,17,18
Rubén Enri Garcia,62,0.48,43,68,68,60,46,55,49,43,36,58,59,57,59,56,61,61,60,58,65,63,35,19,59,50,71,53,16,19,21
Ignacio Ramón del Valle,62,0.48,34,67,73,48,59,53,41,33,32,58,65,68,55,54,58,58,61,59,67,60,61,22,59,49,61,57,22,30,26
George Miller,62,0.48,29,64,60,53,53,58,59,32,34,60,74,76,76,54,75,61,71,57,64,58,68,40,59,45,55,60,18,32,19
Jerome Sinclair,62,0.48,52,65,45,60,55,64,48,39,44,61,76,74,72,58,72,59,51,64,63,54,53,43,59,47,63,58,39,34,32
Fabian Ahumada,62,0.48,53,63,59,61,38,64,45,33,58,65,70,70,66,61,66,63,68,69,70,56,33,22,52,50,51,52,32,27,23
Leon Jensen,62,0.45,58,59,40,62,60,61,49,41,55,63,68,73,73,60,79,66,66,67,47,55,37,27,58,61,40,56,26,23,21
Dong Kyung Lee,62,0.45,48,47,46,65,41,65,44,46,65,59,65,70,66,62,76,65,61,64,55,53,64,55,61,56,47,57,60,58,55
Jordan Thompson,62,0.45,57,44,46,64,30,60,45,40,61,64,64,68,74,60,77,53,61,58,62,52,63,46,56,63,39,45,50,53,53
Justin Möbius,62,0.45,52,59,39,59,42,68,53,55,55,64,68,69,74,54,74,60,73,52,57,52,35,23,55,57,58,52,29,28,31
Lukas Gottwalt,62,0.45,36,33,64,48,30,36,27,28,40,44,56,63,48,54,42,46,58,54,83,26,63,58,30,31,35,42,57,62,55
Abdulelah Al Amri,62,0.45,33,20,63,54,21,33,26,32,48,40,53,58,55,57,52,40,68,49,72,22,47,61,29,38,45,45,60,64,62
Ryan Delaney,62,0.45,32,32,68,53,25,45,36,28,48,51,60,61,58,58,64,23,68,68,74,18,63,56,35,36,38,57,55,62,62
Abdelkabir Abqar,62,0.45,35,27,58,51,32,40,32,31,45,52,48,53,49,54,45,38,65,62,66,28,60,62,24,36,38,46,58,67,66
Rodrigo Santos de Freitas,62,0.45,31,28,52,49,28,39,35,29,40,43,53,57,56,54,41,43,61,64,68,25,50,65,23,32,51,51,62,70,68
Richard Renteria,62,0.45,26,19,57,41,26,29,28,23,33,37,63,55,57,58,54,35,76,62,76,17,61,57,21,27,39,50,64,62,65
Ali Lajami,62,0.45,47,48,61,60,47,51,32,35,57,47,76,76,78,56,73,56,68,75,69,38,59,58,48,46,34,48,58,64,57
Makoto Okazaki,62,0.45,27,19,58,55,22,34,29,22,45,51,74,72,53,51,65,34,79,59,70,21,51,58,23,33,37,46,63,65,58
Nahuel Arena,62,0.45,33,25,60,44,31,43,33,31,40,49,64,68,61,60,60,42,71,66,64,26,60,64,27,32,41,49,62,62,65
André António Rosário Teles,62,0.45,47,42,57,68,37,59,45,44,59,63,68,67,63,56,68,63,72,60,62,35,65,57,40,51,51,46,57,63,58
Víctor Méndez,62,0.45,61,39,52,71,41,48,49,37,61,59,66,31,57,50,70,61,55,72,57,48,61,62,37,37,48,56,66,61,48
Juan Mancilla,62,0.45,42,27,45,64,29,54,32,35,59,63,58,68,69,49,68,59,68,66,61,35,71,61,38,37,44,46,60,63,64
Godfried Roemeratoe,62,0.45,52,39,53,66,48,62,60,49,60,60,68,73,70,55,70,59,58,70,72,37,62,56,50,54,51,58,58,61,64
Ao Tanaka,62,0.45,56,43,47,65,53,62,60,49,58,64,73,69,77,71,73,54,63,70,65,43,48,60,58,64,56,58,57,59,56
Michael Svoboda,62,0.45,40,36,63,60,33,47,29,26,54,54,59,65,38,58,42,59,50,64,89,38,72,56,34,50,36,58,62,65,63
Vangelis Theocharis,62,0.45,44,28,61,65,28,62,35,35,62,63,63,62,52,62,67,55,56,66,57,51,66,62,52,55,40,58,62,52,65
Xiuwei Zhang,62,0.45,46,46,45,66,34,59,45,43,64,61,64,85,75,58,81,68,60,68,55,66,61,60,55,60,39,52,60,59,57
Franco Sivetti,62,0.45,55,49,63,69,41,62,43,39,66,64,68,67,62,59,69,61,62,68,62,45,66,54,48,57,48,56,53,59,63
Raúl Damián Torres,62,0.45,40,35,54,69,40,61,41,43,62,65,64,62,63,58,85,51,59,62,66,46,64,61,55,61,53,60,65,60,59
George Maris,62,0.45,54,57,55,61,48,61,42,43,60,61,66,67,64,62,65,55,59,75,60,57,38,57,57,64,54,53,55,55,51
Maciej Ambrosiewicz,62,0.45,51,39,46,64,32,60,55,38,62,62,54,61,75,60,73,60,71,71,60,62,70,62,53,59,45,57,62,64,59
Jermaine Anderson,62,0.45,46,53,31,64,44,61,43,42,61,63,74,71,87,62,63,53,71,72,58,56,44,37,56,63,43,55,40,56,57
Alex Pattison,62,0.45,50,45,51,63,41,62,47,40,62,63,72,70,73,57,76,55,69,74,56,52,62,55,55,62,48,59,57,59,56
Jorge Araya,62,0.45,43,35,57,66,43,63,47,42,64,65,68,65,66,59,73,65,69,68,64,56,60,52,57,59,54,55,58,60,56
Mario Gargiulo,62,0.45,59,44,60,68,32,64,42,42,65,65,59,64,58,59,56,62,69,60,75,50,63,59,48,60,48,61,60,60,59
Francisco Castillo Viñolo,62,0.45,55,54,49,72,48,68,61,48,67,70,60,61,59,59,78,64,53,40,40,42,44,33,54,63,60,66,44,56,54
Valentin Vanbaleghem,62,0.45,52,35,68,68,31,62,48,39,65,65,65,62,62,58,57,68,62,73,76,34,69,59,48,57,49,56,64,63,64
Lewis Spence,62,0.45,44,42,50,68,45,61,50,48,63,66,64,68,65,58,67,53,52,68,57,43,43,53,54,57,52,59,57,54,55
Francis Mac Allister,62,0.45,49,35,58,68,44,61,45,45,65,68,68,70,61,60,71,62,68,65,65,41,63,61,52,53,50,60,62,66,63
Jeremy Delphin Broh Tonye,62,0.45,54,37,60,66,52,60,47,47,62,64,74,69,70,66,70,69,68,61,52,55,67,57,59,55,56,45,59,65,60
Samúel Kári Friðjónsson,62,0.45,48,50,58,64,62,62,51,57,61,64,71,71,64,53,71,69,60,81,68,56,70,55,57,59,45,60,56,58,52
Fabrizio Ramírez,62,0.45,57,60,56,65,37,65,36,33,63,64,66,65,64,56,58,54,55,63,71,46,57,49,61,62,53,58,45,58,52
Jair Díaz,62,0.45,60,23,55,64,29,58,27,28,58,61,69,62,60,57,60,44,66,55,67,23,55,62,53,31,46,60,61,64,62
Leonardo Sernicola,62,0.45,58,30,58,60,28,50,25,61,43,58,58,63,47,59,73,46,71,63,58,48,55,62,42,55,56,63,60,63,61
Iván Navarro Mateos,62,0.45,69,55,45,64,40,65,45,32,63,55,68,71,62,45,64,55,43,66,65,50,28,24,55,53,53,48,26,29,28
Ahmed Mostafa,62,0.45,62,54,39,63,47,66,58,43,57,64,82,76,79,46,85,68,63,45,31,53,38,39,48,54,54,46,42,53,42
Louka Prip,62,0.45,59,51,41,59,53,65,60,50,54,60,79,72,68,56,70,56,47,62,56,48,60,21,56,55,52,54,32,29,32
Idrisa Sambú,62,0.45,56,61,48,47,47,73,47,47,46,65,74,79,68,48,60,70,71,69,71,56,31,20,55,53,66,57,27,34,29
Cameron Pring,62,0.45,58,45,54,56,31,60,54,50,53,57,78,79,70,56,66,53,66,76,72,43,54,57,55,52,44,56,58,59,58
Savaş Polat,62,0.45,47,29,46,31,36,64,35,37,36,47,76,76,61,62,68,28,56,76,35,27,74,72,41,41,42,52,61,64,66
Yacouba Diori,62,0.45,55,33,54,52,31,62,44,39,45,53,72,74,64,56,65,35,59,68,56,31,71,55,53,45,50,61,61,65,63
Sirlord Conteh,62,0.45,57,58,51,50,49,68,53,35,39,62,84,85,82,54,75,55,72,64,57,52,58,30,56,52,52,58,31,36,35
Junior Mondal,62,0.45,57,59,50,56,52,62,54,49,50,60,82,81,78,55,74,64,72,71,64,60,43,26,58,55,56,59,30,32,27
Theo Archibald,62,0.45,55,63,35,57,53,65,61,55,54,60,74,76,75,54,62,63,40,69,61,62,59,48,58,58,58,54,48,55,51
Ben Kennedy,62,0.45,51,59,38,57,52,63,65,60,44,64,72,69,83,57,69,56,68,74,53,62,76,42,62,64,63,56,25,36,32
Luca Pfeiffer,62,0.45,42,65,68,51,53,58,51,39,28,55,50,55,44,52,35,61,62,62,90,45,58,22,62,41,57,49,26,31,19
Alexis Gonçalves Pereira,62,0.45,46,64,54,58,53,61,45,43,41,58,76,74,64,48,68,67,69,51,62,61,34,15,57,47,63,45,12,15,12
Alan Dzabana,62,0.45,43,65,42,60,59,68,53,47,46,65,81,81,85,58,90,62,50,44,47,57,34,12,61,55,65,54,17,13,18
Tarsis Bonga,62,0.45,37,55,63,54,43,68,31,28,27,66,75,78,65,58,54,60,70,68,84,51,54,20,52,56,51,49,37,29,19
Emil Cuello,62,0.43,53,51,44,64,49,64,52,39,57,62,65,64,69,60,59,59,55,59,58,54,48,16,60,61,48,59,38,47,43
Kaina Yoshio,62,0.43,52,56,42,64,41,63,56,55,61,62,74,75,73,60,78,57,53,65,42,44,51,23,56,60,44,58,49,50,51
Dun Ba,62,0.43,55,57,52,59,38,61,48,34,54,63,75,77,76,65,72,58,56,64,55,44,63,48,56,62,47,54,37,56,57
Wyatt Omsberg,62,0.43,28,20,66,53,23,28,30,24,49,37,48,52,34,55,39,32,73,61,68,19,70,57,24,27,40,44,60,64,57
Madis Vihmann,62,0.43,36,24,61,56,26,36,38,32,53,49,52,56,51,50,50,37,70,55,83,25,56,60,27,33,41,48,58,63,60
Arvid Brorsson,62,0.43,34,15,65,45,25,36,30,27,48,45,58,52,51,55,53,28,60,63,77,22,56,59,20,33,29,52,62,62,59
Charlie Weberg,62,0.43,34,26,62,61,33,44,34,34,58,57,62,63,60,58,59,38,65,64,75,25,49,59,35,40,32,58,58,63,58
Dan Casey,62,0.43,30,30,60,52,33,44,30,32,46,43,46,59,52,58,50,50,70,67,75,30,73,59,26,30,43,52,58,60,56
Ibrahim Cissé,62,0.43,64,32,50,66,33,61,53,41,61,64,71,72,67,62,70,45,74,69,64,36,57,63,55,56,33,62,60,62,59
Brian Koglin,62,0.43,49,17,58,53,20,38,30,21,45,57,66,69,60,56,59,30,79,60,71,22,54,56,19,38,24,56,60,64,58
Mario Piccinocchi,62,0.43,52,46,55,66,51,61,46,43,65,66,62,58,80,58,88,63,74,62,56,47,68,57,60,58,55,55,56,57,55
Liam Donnelly,62,0.43,54,39,57,63,39,58,48,36,51,59,62,58,62,53,67,52,78,65,74,54,71,59,42,50,50,43,60,66,62
Yuri Senesi,62,0.43,55,63,49,56,56,69,59,38,54,62,78,80,65,49,56,61,57,59,52,64,55,21,61,59,54,47,29,36,34
Josh Sheehan,62,0.43,40,51,58,68,38,63,55,56,67,62,81,77,75,54,78,57,63,76,63,54,61,51,58,56,55,57,52,53,58
James Weir,62,0.43,58,44,48,69,43,65,50,43,64,69,73,66,74,52,75,53,56,63,65,45,58,52,52,57,46,59,56,55,52
Jordan Houghton,62,0.43,51,49,55,68,49,55,61,59,67,64,71,61,47,51,61,50,76,75,66,53,65,56,51,55,50,62,58,59,51
Mathieu Gonçalves,62,0.43,59,42,63,59,36,50,36,40,58,56,59,54,63,59,68,52,65,68,67,41,65,62,51,52,42,57,59,63,62
Anders Hagelskjær,62,0.43,57,26,63,60,35,58,52,30,54,60,62,64,53,55,56,40,62,70,64,23,57,62,50,48,28,53,60,60,60
José Hernández,62,0.43,62,36,52,56,49,56,63,34,53,58,71,73,67,58,77,52,63,66,63,38,67,56,42,51,41,55,55,60,64
Kazuma Yamaguchi,62,0.43,56,65,58,60,56,56,62,51,55,61,77,74,68,61,71,59,74,62,54,62,51,31,58,55,62,54,42,17,14
Elsamed Ramaj,62,0.43,57,59,48,55,54,60,60,51,54,61,78,81,75,54,83,61,61,64,56,46,60,30,57,58,53,53,23,21,22
Lukas Scherff,62,0.43,60,49,38,45,52,70,34,44,47,61,84,79,80,58,79,54,72,80,65,40,72,47,54,51,35,63,31,60,63
Jorris Romil,62,0.43,53,63,61,59,48,63,47,48,44,65,66,76,70,62,58,64,74,61,59,58,47,15,58,56,58,61,19,16,19
Lucas Cueto,62,0.43,53,52,45,52,56,66,56,53,40,63,92,90,85,57,82,63,72,56,45,61,39,25,55,51,56,62,38,30,35
Kevin Velasco,62,0.43,55,42,39,60,39,66,48,48,49,63,78,73,74,62,82,47,60,68,47,41,32,27,57,54,53,52,28,27,36
Joel Gerezgiher,62,0.43,54,52,46,62,49,67,54,53,58,63,74,66,78,61,76,57,65,46,49,48,43,32,55,58,54,52,36,42,37
Abo Eisa,62,0.43,58,57,44,54,52,66,54,40,48,59,89,87,90,46,87,60,69,64,64,59,40,23,55,49,48,59,23,31,32
Jerell Sellars,62,0.43,56,57,44,61,52,64,51,54,58,60,82,74,85,46,68,66,68,70,52,58,36,25,56,56,62,53,45,31,32
Moritz Heinrich,62,0.43,58,54,49,57,48,64,46,58,47,65,77,75,79,56,73,60,58,59,58,43,33,22,55,55,50,52,30,32,28
Benedikt Pichler,62,0.43,63,63,64,54,40,69,54,39,47,66,68,72,69,47,57,58,73,54,84,44,32,17,60,54,53,52,24,39,36
Elvis Kamsoba,62,0.43,54,60,31,41,45,63,55,35,39,65,93,92,77,56,77,56,45,50,34,55,31,22,58,51,43,50,15,27,20
Reuben Yem,62,0.43,57,22,47,56,21,48,24,32,51,56,78,73,71,58,76,56,78,68,69,30,70,57,39,45,33,52,56,63,64
Willie Britto,62,0.43,52,36,51,59,42,58,43,41,45,52,78,77,72,57,65,58,82,77,68,45,64,60,55,57,40,54,59,62,57
Simone Pinna,62,0.43,60,34,38,54,40,65,46,40,39,50,70,61,70,60,83,47,50,60,44,31,65,65,44,50,43,47,58,71,68
Emmanuel Ntim,62,0.43,56,21,59,55,25,49,31,29,52,51,77,75,67,51,68,37,77,64,69,20,55,58,23,50,38,57,62,65,61
Perry Ng,62,0.43,54,36,59,61,44,57,39,47,53,55,74,69,59,55,57,45,65,72,68,53,63,57,47,51,34,56,59,61,62
Cristian Costin,62,0.43,62,28,52,55,31,58,50,38,34,62,79,77,69,55,73,31,51,67,58,28,51,59,55,51,33,50,54,59,58
Abdullah Al Joui,62,0.43,62,51,40,60,48,59,64,51,51,64,82,73,73,60,82,54,47,51,41,48,37,20,61,58,52,62,19,25,24
Sultan Ahmed Mandash,62,0.43,55,53,42,54,53,65,53,39,45,60,80,81,82,61,68,63,55,65,53,52,38,12,59,58,62,56,26,25,22
Maximilian Krauß,62,0.43,61,59,33,60,44,66,39,35,44,65,81,78,90,46,86,48,75,70,49,42,37,23,49,48,53,44,37,22,24
Misael Cubillos,62,0.43,63,58,54,63,49,62,62,51,53,59,69,72,81,60,85,70,79,79,59,50,33,16,68,52,49,55,20,18,13
Tom Barlow,62,0.43,40,61,64,53,49,55,41,39,49,57,74,75,76,58,63,59,66,59,75,53,58,36,62,53,57,54,50,37,36
Jordi Sánchez Ribas,62,0.43,33,67,64,55,53,57,33,32,26,55,60,61,54,58,48,62,60,56,72,53,27,15,63,49,56,49,36,17,10
David Castañeda,62,0.43,50,65,67,54,53,48,36,32,29,59,52,51,59,61,61,67,73,58,69,52,31,17,68,42,67,45,25,22,20
Dan Agyei,62,0.43,39,58,59,55,49,60,55,33,40,59,70,72,66,56,60,64,69,59,72,53,60,25,61,54,59,65,29,23,25
George Oakley,62,0.43,40,62,62,49,59,54,31,23,28,56,59,61,60,58,43,64,53,61,79,53,57,17,63,46,55,56,20,23,23
Shuaibu Ibrahim,62,0.43,36,64,53,52,47,59,38,30,31,58,79,79,69,58,68,64,58,68,78,54,65,14,56,46,65,56,24,18,18
Jakub Arak,62,0.43,56,62,64,63,47,57,32,45,57,60,71,74,64,59,65,63,66,66,68,45,61,45,58,57,61,45,22,40,34
Junior Morias,62,0.43,49,62,51,48,55,64,46,22,26,60,73,74,63,56,86,68,59,65,89,57,63,25,52,43,58,56,24,25,28
Foster Langsdorf,62,0.43,28,67,63,55,54,62,40,31,44,63,58,58,61,58,66,52,64,53,59,56,43,15,64,53,62,61,25,24,23
Zakhele Lepasa,62,0.43,24,69,58,41,45,62,41,31,33,61,75,73,55,51,61,61,66,55,57,55,39,22,61,52,65,55,25,18,21
Rubén López Huesca,62,0.43,36,64,68,55,60,56,41,33,45,60,55,55,52,55,59,65,68,66,69,58,56,31,58,52,51,59,31,25,21
Virgile Pinson,62,0.43,44,69,60,51,48,64,46,36,38,59,65,62,58,59,74,60,52,50,44,59,29,20,64,54,67,49,16,13,18
Mert Hakan Yandaş,62,0.40,54,58,46,65,47,66,62,50,63,68,58,62,60,61,73,56,51,58,61,37,48,23,61,57,60,64,41,47,60
Guillermo Méndez,62,0.40,58,57,52,62,54,69,47,54,57,66,72,60,70,51,67,60,68,36,61,59,64,33,55,58,62,55,27,37,38
Bruno Cesar Xavier Sislo,62,0.40,61,52,38,68,45,70,61,61,66,67,66,63,58,54,69,66,54,55,64,49,44,24,44,61,59,62,38,36,44
Kazaki Nakagawa,62,0.40,57,62,48,63,58,60,52,48,53,69,69,62,60,51,56,52,55,58,45,48,45,23,69,56,46,58,36,38,43
Francisco Rodríguez,62,0.40,61,60,48,62,54,65,62,56,56,62,65,69,72,58,69,63,60,64,48,60,55,40,47,61,48,50,40,25,25
Krzysztof Drzazga,62,0.40,38,64,47,63,41,59,40,28,44,62,78,76,59,62,66,53,64,78,58,56,43,31,59,58,63,47,28,24,19
Saeed Juma,62,0.40,39,25,55,53,31,36,33,27,51,43,74,76,51,52,76,37,88,57,73,21,71,61,33,45,36,50,55,60,58
Sergio Gónzalez Martínez,62,0.40,30,22,62,51,36,36,28,36,39,38,58,58,49,58,56,43,68,55,61,23,55,60,28,34,41,43,62,66,68
Marcus Degerlund,62,0.40,41,17,60,56,29,38,21,28,58,46,60,66,39,57,42,33,53,67,78,21,51,60,32,43,32,56,58,65,62
Connor Johnson,62,0.40,33,29,58,53,25,50,44,23,50,52,66,63,62,54,60,46,68,63,72,24,70,58,27,36,36,54,60,61,60
Zaidu Sanusi,62,0.40,56,27,57,53,30,49,35,29,46,50,70,67,65,52,66,45,90,65,61,29,51,65,27,31,42,60,66,61,65
Robbie McKenzie,62,0.40,36,28,53,59,35,45,36,41,55,52,51,62,46,54,52,52,73,61,69,36,65,60,51,48,39,43,59,61,62
Markus Nakkim,62,0.40,32,25,60,58,32,40,27,32,50,52,54,53,54,52,55,54,70,67,74,24,70,56,27,28,43,62,55,64,61
David Cancola,62,0.40,39,31,53,65,31,53,36,41,61,60,54,47,57,62,64,45,62,66,64,29,66,61,48,59,46,47,60,58,56
Bryan Alceus,62,0.40,47,39,48,64,34,58,46,42,57,63,62,55,64,61,78,53,47,59,58,48,60,60,42,62,46,59,60,62,58
Sang Min Lee,62,0.40,37,22,49,64,33,49,38,39,65,56,65,66,57,59,74,57,57,88,69,49,63,57,54,64,40,60,56,55,54
Keiya Shiihashi,62,0.40,39,29,56,65,37,50,32,38,61,62,73,60,69,59,67,49,70,77,68,35,54,58,52,54,37,47,56,63,55
Jonas Hildebrandt,62,0.40,34,52,58,62,39,61,65,64,58,63,67,72,67,60,68,60,77,73,69,45,54,58,44,60,39,54,59,59,57
Ahmed Ildız,62,0.40,49,41,60,66,43,64,47,40,60,60,57,68,61,55,61,61,62,67,72,51,60,58,60,58,52,45,59,64,61
Tim Söderström,62,0.40,52,55,50,63,49,64,53,45,59,61,89,83,64,56,66,60,60,65,69,62,58,57,61,62,41,64,58,58,56
Hassan Jamal Al Habib,62,0.40,51,57,63,63,44,62,53,61,61,61,59,64,64,55,52,64,63,84,73,58,71,57,58,57,35,55,57,58,62
Isaac Gómez Sánchez,62,0.40,56,48,36,64,40,63,69,54,61,64,58,36,71,55,79,47,67,63,34,53,58,59,61,65,49,55,47,55,46
Florian Rieder,62,0.40,42,48,41,64,38,65,57,41,57,63,72,76,76,62,80,50,72,84,52,43,68,58,48,59,35,58,54,57,50
Michael Anaba,62,0.40,48,48,44,67,44,61,52,50,58,62,59,67,63,52,62,73,75,60,72,55,59,60,62,61,46,47,34,66,48
Marcus Maier,62,0.40,46,47,38,68,28,59,38,29,61,64,66,67,67,58,77,42,70,65,61,52,67,56,45,61,35,68,57,61,54
Shintaro Nago,62,0.40,62,41,38,67,50,71,57,41,63,66,75,82,80,60,83,49,73,58,50,40,55,48,60,62,50,61,46,57,50
Ken Krolicki,62,0.40,49,33,44,70,33,63,52,34,59,66,68,63,83,59,79,41,59,80,51,40,71,58,42,57,45,63,63,60,43
Matías Romero,62,0.40,58,55,55,62,35,66,34,31,55,64,73,70,72,67,71,52,64,68,59,53,55,62,64,58,45,53,55,58,56
Breno Pais Teixeira,62,0.40,56,31,48,52,29,57,34,37,41,62,72,69,66,64,71,31,56,71,58,28,54,51,50,38,41,60,62,66,63
Luca Germoni,62,0.40,59,33,51,58,27,52,34,35,53,58,65,65,61,62,56,31,46,65,69,35,58,58,46,42,40,58,62,63,61
Luca Zanon,62,0.40,62,31,48,55,39,52,43,30,43,56,66,68,55,58,67,54,64,67,62,30,60,62,48,46,47,54,66,58,60
Fabio Eguelfi,62,0.40,68,50,55,63,37,68,50,43,52,65,64,61,61,63,70,35,65,54,54,32,58,60,55,53,50,53,58,61,60
Thomas Hagn,62,0.40,61,47,55,61,23,63,46,35,57,61,71,73,61,64,57,51,55,81,76,20,56,58,53,49,30,56,58,62,61
Sam Barratt,62,0.40,63,53,57,59,40,62,44,52,54,60,73,72,66,53,63,55,49,67,62,50,48,22,54,56,53,53,23,29,28
Seth Paintsil,62,0.40,58,63,43,56,49,65,58,37,55,63,84,75,83,52,91,57,59,56,55,43,36,19,54,46,57,55,26,23,26
Jim Allevinah,62,0.40,61,54,43,57,59,67,55,42,42,64,85,82,76,44,72,72,53,60,45,52,48,20,51,53,51,48,23,27,26
Anderson Dos Santos Gomes,62,0.40,61,44,47,55,33,56,48,38,32,59,75,78,66,56,63,55,58,63,55,41,49,61,42,42,36,55,53,63,57
Juan Carlos Kayser,62,0.40,62,44,47,63,50,66,61,57,55,63,74,72,80,63,86,65,37,53,37,62,40,22,53,55,60,58,41,41,43
Edward Opoku,62,0.40,57,55,51,60,57,63,41,40,47,60,83,79,74,56,71,63,65,61,45,54,45,24,54,52,61,55,39,30,25
Jeison Medina,62,0.40,55,62,41,63,52,60,56,45,58,62,76,72,76,61,65,62,53,54,62,54,45,24,58,57,49,59,48,26,31
Tomáš Vestenický,62,0.40,51,62,54,64,62,64,63,50,42,64,76,73,71,62,77,56,62,52,66,53,54,48,61,58,63,59,36,52,35
Luis Hurtado,62,0.40,52,59,54,56,47,62,32,29,45,57,85,84,66,55,68,67,61,72,77,58,33,18,63,49,56,52,36,15,12
Usman Sale,62,0.40,49,57,50,62,33,60,46,39,57,64,88,85,70,59,70,61,64,76,70,57,69,46,54,51,47,55,40,56,53
Renzo López,62,0.40,27,65,65,63,43,61,34,27,56,62,49,53,49,49,47,60,69,62,88,47,50,20,61,49,62,60,18,22,23
Lee Angol,62,0.40,52,61,58,56,53,59,58,61,49,58,78,83,73,53,70,65,81,76,70,55,45,30,57,57,62,56,30,23,24
Kai Brünker,62,0.40,30,61,69,46,54,49,38,32,45,48,76,80,58,55,54,67,66,76,85,52,63,16,61,47,59,53,23,14,12
Conor Wilkinson,62,0.40,32,59,57,58,53,64,63,39,33,61,67,73,72,58,61,72,65,66,67,61,67,23,54,54,55,58,22,39,25
Josh Gordon,62,0.40,53,61,57,56,56,61,55,43,52,60,77,79,77,56,82,59,80,80,72,54,79,42,60,55,60,59,47,43,38
Felix Schröter,62,0.40,43,64,58,57,55,61,47,39,44,63,78,74,76,57,78,61,71,72,51,59,35,22,59,53,62,54,33,20,22
Saleh Chihadeh,62,0.40,45,66,59,52,37,59,60,32,43,61,66,72,65,61,63,65,63,60,56,59,31,13,60,48,65,51,30,17,18
Harry Smith,62,0.40,38,62,62,52,53,59,44,39,47,60,64,62,60,57,65,60,69,65,81,57,68,32,61,51,60,58,20,30,27
Chris Kane,62,0.40,44,59,65,44,58,55,54,51,53,64,76,76,69,58,76,71,75,70,68,48,80,28,55,27,40,44,50,60,55
Diego Chávez,62,0.40,54,62,54,63,48,62,62,55,63,64,60,54,58,57,65,63,62,73,70,57,70,59,62,62,55,61,33,53,50
